"","YEAR","OCC","OCCSOC","STATEFIP","AGE","RACE","SEX","MARST","CITIZEN","INCTOT","REGION","IND","EducAttainment","Overeducation"
"34",2006,1820,"193030",11,42,1,1,6,0,24000,31,8080,6,NA
"35",2006,4220,"37201X",6,39,7,1,1,2,60000,42,7690,2,0
"36",2006,4720,"412010",39,16,1,1,6,0,3100,21,8680,1,0
"37",2006,620,"131070",34,49,1,2,6,0,60100,12,7570,5,NA
"38",2006,6260,"472061",6,46,1,1,6,0,16900,42,770,2,1
"39",2006,3130,"291111",16,33,5,1,1,0,70000,41,8190,4,NA
"40",2006,6840,"475040",54,47,1,1,1,0,37000,31,380,3,NA
"41",2006,6260,"472061",20,38,1,1,6,0,50000,22,770,5,1
"42",2006,7310,"499021",26,29,1,1,1,0,40000,21,770,2,NA
"43",2006,5550,"435052",25,49,1,2,4,0,57000,11,6370,4,1
"44",2006,9130,"533030",6,56,1,1,1,0,84500,42,3190,2,0
"45",2006,200,"119011",30,77,1,1,1,0,72700,41,180,2,NA
"46",2006,210,"119012",36,61,1,2,5,0,46000,12,290,5,NA
"47",2006,7700,"511011",55,30,1,1,1,0,57000,21,2190,2,NA
"48",2006,4600,"399011",19,42,1,2,4,0,30000,22,8470,3,1
"49",2006,5700,"436010",48,47,1,2,4,0,27500,33,7860,4,NA
"50",2006,6420,"472141",37,39,7,1,6,2,21000,31,3680,3,1
"51",2006,5700,"436010",42,71,1,2,4,0,37380,12,6990,4,NA
"52",2006,8320,"516031",26,39,1,2,1,0,10000,21,1590,2,1
"53",2006,2100,"2310XX",12,67,1,1,1,1,31500,31,7270,6,0
"54",2006,4920,"419020",16,42,1,2,1,0,115000,41,7070,2,0
"55",2006,10,"1110XX",25,54,1,1,1,0,163900,11,7070,6,1
"56",2006,5260,"434071",12,20,2,2,6,0,2800,31,8990,3,1
"57",2006,710,"131111",54,45,1,1,4,0,43000,31,4670,2,0
"58",2006,540,"131030",27,34,2,2,6,0,16000,22,6990,4,1
"59",2006,9130,"533030",31,57,1,1,1,0,60000,22,5090,3,1
"60",2006,2900,"2740XX",48,26,1,1,1,0,50000,33,6680,4,NA
"61",2006,7000,"491011",17,26,1,1,1,0,26000,21,9160,3,1
"62",2006,5700,"436010",17,42,1,2,1,0,52000,21,4370,3,NA
"63",2006,2310,"252020",39,26,1,2,1,0,24300,21,7860,5,0
"64",2006,6230,"472031",48,22,1,1,6,3,16900,33,770,3,1
"65",2006,4640,"399041",49,21,1,1,6,0,5000,41,8290,3,0
"66",2006,3400,"292041",17,42,1,2,1,0,19800,21,8180,5,NA
"67",2006,2310,"252020",4,28,1,2,1,0,26000,41,7860,5,0
"68",2006,8030,"514041",49,71,1,1,1,0,24700,41,3690,1,0
"69",2006,9620,"537062",41,50,8,1,1,0,30000,42,9180,2,1
"70",2006,4110,"353031",39,45,1,2,4,1,10180,21,8680,4,1
"71",2006,7750,"512090",18,51,2,2,4,0,34350,21,3190,2,0
"72",2006,420,"119151",51,28,1,2,1,1,65500,31,9190,5,0
"73",2006,8800,"519111",26,58,2,2,4,0,16000,21,3390,1,0
"74",2006,5400,"434171",51,24,1,2,6,1,12000,31,8980,3,1
"75",2006,4760,"412031",18,38,1,1,1,0,40500,21,4870,5,1
"76",2006,5700,"436010",53,50,1,2,4,0,31000,42,1180,2,NA
"77",2006,3300,"292010",6,43,6,2,1,3,60000,42,8180,5,NA
"78",2006,120,"113031",34,41,1,1,1,0,120000,12,6970,5,0
"79",2006,2310,"252020",12,59,2,1,1,0,65000,31,7860,5,0
"80",2006,7330,"49904X",18,55,1,1,1,0,80000,21,2890,2,0
"81",2006,530,"131023",9,42,1,1,1,0,125400,11,3090,4,NA
"82",2006,4110,"353031",54,19,1,2,6,0,8000,31,8680,3,1
"83",2006,200,"119011",6,77,1,1,1,0,80300,42,180,4,NA
"84",2006,4720,"412010",19,56,1,2,1,0,17500,22,5090,4,1
"85",2006,7000,"491011",45,27,1,1,1,0,31000,31,7070,2,0
"86",2006,4030,"352021",55,55,1,2,1,0,22000,21,5670,2,1
"87",2006,2200,"251000",17,44,1,2,6,0,30300,21,7870,5,NA
"88",2006,4710,"411012",4,61,1,2,1,2,12000,41,4270,5,1
"89",2006,2320,"252030",48,25,1,2,1,0,36100,33,7860,5,0
"90",2006,4960,"419099",55,48,1,1,1,0,70000,21,7780,2,NA
"91",2006,1540,"173010",34,21,1,2,6,0,75000,12,5170,4,NA
"92",2006,7810,"513020",27,48,1,2,6,0,23800,22,4470,2,1
"93",2006,150,"113061",48,42,1,2,4,3,45000,33,3960,3,0
"94",2006,5000,"431011",16,44,1,2,4,0,70000,41,7290,4,1
"95",2006,1220,"152031",24,60,1,1,1,0,144200,31,7390,6,1
"96",2006,9610,"537061",36,19,1,1,6,0,12200,12,4670,1,0
"97",2006,4600,"399011",42,35,7,2,1,0,400,12,8470,2,0
"98",2006,5000,"431011",42,53,1,2,1,0,30300,12,7860,5,1
"99",2006,3600,"311010",53,57,1,2,3,0,14400,42,8290,2,NA
"100",2006,1000,"1510XX",51,40,1,2,1,1,95000,31,7380,6,NA
"101",2006,2300,"252010",45,20,2,2,6,0,4500,31,8470,3,0
"102",2006,4140,"359021",42,22,1,1,6,0,9000,12,8270,2,1
"103",2006,6200,"471011",12,38,1,1,4,0,35000,31,770,2,0
"104",2006,940,"132082",48,30,1,2,6,0,18000,33,7280,3,1
"105",2006,5810,"439021",5,64,1,2,1,0,16000,33,1180,2,0
"106",2006,6200,"471011",6,38,1,1,1,0,58000,42,770,4,1
"107",2006,8030,"514041",5,24,2,2,6,0,15400,33,3490,2,0
"108",2006,1960,"1940XX",53,28,1,2,6,0,29000,42,9690,5,NA
"109",2006,8220,"514XXX",18,23,1,1,1,0,35000,21,2880,2,NA
"110",2006,2150,"232090",34,62,1,2,1,0,181000,12,7070,2,NA
"111",2006,4800,"413011",25,33,1,1,1,0,60000,11,6470,5,1
"112",2006,6420,"472141",12,43,1,2,4,0,500,31,770,2,1
"113",2006,3600,"311010",40,39,2,2,6,0,37300,33,8170,5,NA
"114",2006,5240,"434051",55,17,1,2,6,0,5000,21,5070,1,0
"115",2006,4020,"352010",55,26,1,1,1,0,2000,21,8680,1,0
"116",2006,430,"1191XX",53,51,1,1,1,0,80000,42,770,1,NA
"117",2006,800,"132011",17,51,1,2,6,0,93000,21,7570,6,1
"118",2006,4240,"372021",45,33,1,1,1,0,35400,31,7690,4,1
"119",2006,3500,"292061",42,38,1,2,1,0,25300,12,8170,3,NA
"120",2006,4250,"373010",6,54,1,1,1,0,5000,42,7770,3,NA
"121",2006,9130,"533030",6,44,1,1,6,2,17700,42,2570,3,1
"122",2006,5120,"433031",47,50,1,2,1,0,24000,32,6890,3,1
"123",2006,710,"131111",12,24,7,2,6,0,43000,31,6680,5,0
"124",2006,3130,"291111",29,30,1,2,1,0,25000,22,7970,7,NA
"125",2006,7330,"49904X",36,35,1,1,1,0,18000,12,8190,2,0
"126",2006,4800,"413011",26,43,1,1,1,0,42000,21,6670,3,1
"127",2006,9130,"533030",13,59,2,1,1,0,24000,31,6170,1,0
"128",2006,4920,"419020",39,32,1,2,1,0,16000,21,7070,5,1
"129",2006,3600,"311010",39,49,1,2,4,0,14500,21,8270,3,NA
"130",2006,3850,"333050",6,39,1,2,4,0,35700,42,9470,3,NA
"131",2006,9620,"537062",6,18,7,1,6,0,1500,42,4970,2,1
"132",2006,5120,"433031",41,37,1,2,1,0,21500,42,4970,3,1
"133",2006,8030,"514041",37,50,1,1,1,0,40000,31,3090,2,0
"134",2006,5840,"439041",6,24,1,1,6,0,16400,42,6990,3,1
"135",2006,3410,"292050",9,25,7,2,6,0,60000,11,5070,2,NA
"136",2006,5700,"436010",29,19,1,2,6,0,200,22,9370,3,NA
"137",2006,2200,"251000",17,44,1,1,1,0,58060,21,7870,7,NA
"138",2006,5520,"435030",12,33,1,1,6,0,22000,31,8180,3,NA
"139",2006,1010,"151021",4,27,1,1,6,0,25000,41,3390,2,NA
"140",2006,6260,"472061",29,26,7,1,1,3,25000,22,770,1,0
"141",2006,3060,"291060",55,39,1,1,1,0,329000,21,8190,7,NA
"142",2006,800,"132011",47,46,1,2,1,0,80000,32,5070,5,0
"143",2006,5550,"435052",55,58,1,2,5,0,40470,21,6370,2,0
"144",2006,5260,"434071",48,34,1,1,1,0,9700,33,7270,5,1
"145",2006,7330,"49904X",45,55,1,1,1,0,36500,31,2290,4,1
"146",2006,8960,"5191XX",42,37,1,1,1,0,38000,12,1880,2,NA
"147",2006,1400,"172061",24,21,1,1,6,0,10520,31,3370,3,0
"148",2006,2830,"273041",25,39,1,2,6,3,135000,11,6480,7,1
"149",2006,4720,"412010",48,33,2,2,1,0,10000,33,8680,1,0
"150",2006,120,"113031",51,56,1,2,1,0,11000,31,6870,3,0
"151",2006,1550,"173020",51,23,1,2,6,0,20000,31,9590,3,NA
"152",2006,3600,"311010",21,52,2,2,5,0,6800,32,8190,2,NA
"153",2006,4620,"399030",18,45,1,2,4,0,45000,21,8590,5,NA
"154",2006,4230,"372012",24,48,1,2,1,0,9300,31,8590,2,1
"155",2006,5820,"439022",19,44,1,2,1,0,33260,22,8190,4,1
"156",2006,2340,"253000",26,20,1,2,6,0,2800,21,7890,3,NA
"157",2006,4700,"411011",28,23,1,1,1,0,5000,32,4880,1,0
"158",2006,9140,"533041",32,29,6,1,4,3,60000,41,6190,2,NA
"159",2006,7430,"499060",48,33,1,1,1,0,50000,33,5592,3,0
"160",2006,2140,"232011",34,28,1,2,6,2,57000,12,7270,5,1
"161",2006,4600,"399011",25,70,1,2,5,0,13000,11,7860,2,0
"162",2006,430,"1191XX",12,44,1,1,1,0,48000,31,4670,3,NA
"163",2006,1900,"194011",47,33,1,1,1,0,32000,32,4270,4,NA
"164",2006,4760,"412031",41,53,1,2,1,0,21600,42,5170,3,1
"165",2006,800,"132011",42,66,1,1,1,0,146000,12,7280,7,1
"166",2006,230,"119030",54,26,1,2,1,0,23000,31,8370,5,0
"167",2006,4700,"411011",6,63,1,1,1,0,122000,42,4690,2,0
"168",2006,3740,"332011",29,40,1,1,1,0,115000,22,9470,4,NA
"169",2006,6260,"472061",48,26,1,1,1,3,16000,33,770,2,1
"170",2006,4720,"412010",12,24,2,2,6,0,10000,31,8680,1,0
"171",2006,5700,"436010",37,33,1,2,1,0,8000,31,4170,4,NA
"172",2006,5530,"435041",36,40,1,1,6,0,61600,12,580,5,1
"173",2006,2010,"211020",39,57,1,2,1,0,49200,21,8190,5,NA
"174",2006,6050,"4520XX",6,20,1,1,6,3,21000,42,170,1,0
"175",2006,4800,"413011",32,43,1,1,1,0,80000,41,6480,5,1
"176",2006,3130,"291111",26,50,1,2,1,0,60000,21,7580,7,NA
"177",2006,5240,"434051",13,19,2,2,6,0,16200,31,7590,3,1
"178",2006,3160,"291123",42,32,1,2,1,0,30000,12,8170,6,0
"179",2006,430,"1191XX",53,43,1,2,4,0,80000,42,6870,3,NA
"180",2006,5120,"433031",32,48,1,2,4,0,26500,41,6390,3,1
"181",2006,4720,"412010",48,39,1,2,4,0,4800,33,5380,4,1
"182",2006,3500,"292061",13,39,1,2,1,0,35000,31,8190,3,NA
"183",2006,4250,"373010",26,26,1,1,6,0,22000,21,7770,2,NA
"184",2006,3730,"331099",12,60,1,2,4,0,20000,31,7680,3,NA
"185",2006,1530,"1721YY",34,60,1,1,1,0,87020,12,3380,5,0
"186",2006,710,"131111",9,59,1,2,5,0,86000,11,3570,4,0
"187",2006,910,"132070",36,27,1,2,1,0,63130,12,6890,6,1
"188",2006,4230,"372012",12,56,1,1,5,3,51000,31,8660,7,1
"189",2006,1610,"191020",39,49,1,2,1,0,60000,21,8190,5,0
"190",2006,4020,"352010",41,51,4,1,1,2,41000,42,8680,3,1
"191",2006,5610,"435071",26,29,1,1,1,2,30000,21,3570,2,0
"192",2006,6250,"472050",13,41,2,2,4,0,25000,31,770,3,1
"193",2006,5820,"439022",8,55,7,2,1,0,35100,41,7070,5,1
"194",2006,8740,"519061",37,48,1,2,1,0,20800,31,3870,2,0
"195",2006,1010,"151021",42,31,1,1,1,0,50000,12,7380,3,NA
"196",2006,5560,"435053",17,45,2,2,6,0,3500,21,6370,3,1
"197",2006,3600,"311010",12,56,7,2,1,2,48000,31,9290,2,NA
"198",2006,6350,"472111",37,26,7,2,1,0,22000,31,9590,3,1
"199",2006,2430,"254021",48,53,1,2,1,0,71100,33,3380,6,NA
"200",2006,230,"119030",12,38,1,2,1,0,46000,31,7860,6,1
"201",2006,1960,"1940XX",48,61,1,1,1,0,106200,33,3690,2,NA
"202",2006,4040,"353011",39,47,1,2,6,2,8500,21,8680,3,1
"203",2006,2300,"252010",28,35,1,2,1,0,20000,32,8470,5,0
"204",2006,4760,"412031",48,18,2,1,6,0,2000,33,5170,2,1
"205",2006,6050,"4520XX",6,34,1,1,2,3,21000,42,170,1,0
"206",2006,2310,"252020",51,32,1,2,1,0,42000,31,7860,6,1
"207",2006,1360,"172051",36,64,1,1,1,0,191000,12,770,5,0
"208",2006,4710,"411012",13,49,1,1,2,0,60000,31,4470,4,1
"209",2006,2320,"252030",6,50,1,1,1,0,60000,42,7860,5,0
"210",2006,2100,"2310XX",18,61,1,1,1,0,298000,21,7270,7,0
"211",2006,4220,"37201X",55,61,1,2,1,0,2600,21,7270,3,1
"212",2006,6520,"472211",17,53,1,1,4,0,44600,21,3190,2,0
"213",2006,6320,"47207X",12,36,1,1,1,0,380,31,770,4,NA
"214",2006,4700,"411011",18,50,1,1,1,0,75200,21,5680,2,0
"215",2006,4700,"411011",13,58,1,2,1,0,-9999,31,4680,3,1
"216",2006,6230,"472031",37,55,1,1,4,0,3000,31,770,1,0
"217",2006,1020,"151030",6,42,1,1,1,0,45300,42,7380,5,NA
"218",2006,6050,"4520XX",38,45,1,1,4,0,45000,22,180,2,0
"219",2006,7700,"511011",5,44,1,1,1,0,35000,33,6170,2,NA
"220",2006,6350,"472111",27,52,1,1,1,0,58000,22,770,2,0
"221",2006,200,"119011",51,46,1,1,4,0,96000,31,180,4,NA
"222",2006,4030,"352021",26,41,1,2,1,0,14000,21,7860,2,1
"223",2006,3540,"299000",16,52,1,2,4,0,29000,41,8470,5,NA
"224",2006,4920,"419020",12,69,1,1,1,0,35100,31,7070,4,1
"225",2006,530,"131023",8,46,1,2,1,0,53000,41,770,2,NA
"226",2006,3740,"332011",6,48,1,1,1,0,118000,42,9470,5,NA
"227",2006,120,"113031",6,48,1,2,1,0,50000,42,9590,3,0
"228",2006,2540,"259041",28,43,2,2,1,0,19300,32,7860,5,NA
"229",2006,7220,"493040",4,17,1,1,6,0,20800,41,770,2,0
"230",2006,9360,"536031",45,28,1,2,1,0,10000,31,5090,2,1
"231",2006,3310,"292021",40,60,1,2,1,0,40000,33,7980,4,NA
"232",2006,4230,"372012",1,26,2,2,6,0,1100,32,8660,1,0
"233",2006,1320,"172011",6,47,1,1,4,0,59000,42,2370,4,0
"234",2006,6730,"474051",36,26,1,1,1,0,28000,12,770,2,0
"235",2006,5240,"434051",36,57,1,2,1,0,90000,12,9380,3,1
"236",2006,9620,"537062",18,56,1,1,1,0,40000,21,3190,2,1
"237",2006,6200,"471011",6,30,7,1,2,0,33000,42,770,2,0
"238",2006,4250,"373010",4,45,7,1,1,0,41600,41,7770,2,NA
"239",2006,4720,"412010",51,43,1,2,3,0,11700,31,4970,2,0
"240",2006,850,"132052",36,25,6,1,6,0,172000,12,6970,5,0
"241",2006,4130,"3590XX",12,16,1,1,6,0,910,31,8680,1,0
"242",2006,4720,"412010",42,20,1,2,6,0,980,12,7070,3,1
"243",2006,1560,"173031",9,42,1,1,4,0,42000,11,7290,2,0
"244",2006,8260,"515023",17,44,1,1,1,0,37500,21,1990,2,NA
"245",2006,4760,"412031",8,21,1,1,6,0,12900,41,5380,3,1
"246",2006,5600,"435061",6,31,1,2,1,0,42000,42,4190,5,1
"247",2006,120,"113031",1,60,1,2,1,0,63100,32,6870,4,0
"248",2006,2330,"252040",36,22,7,2,6,0,6000,12,7860,3,NA
"249",2006,6820,"475021",42,52,1,1,1,0,130000,12,770,2,NA
"250",2006,6240,"472040",53,26,7,1,6,1,18000,42,770,1,0
"251",2006,9120,"533020",26,51,1,2,1,0,25000,21,7860,2,NA
"252",2006,4110,"353031",12,24,1,2,6,0,10000,31,8680,1,0
"253",2006,8010,"514034",18,64,1,2,4,0,24000,21,2390,1,0
"254",2006,7750,"512090",39,37,1,2,1,0,3000,21,2370,3,1
"255",2006,8740,"519061",6,23,1,1,6,0,40000,42,8770,2,0
"256",2006,4700,"411011",36,47,1,1,4,0,30000,12,5270,2,0
"257",2006,9620,"537062",19,49,1,1,1,0,29500,22,4970,2,1
"258",2006,4700,"411011",21,24,1,2,6,0,35000,32,5190,4,1
"259",2006,7200,"493023",4,45,1,1,1,0,36000,41,6370,3,1
"260",2006,6260,"472061",19,20,1,1,6,0,35000,22,770,1,0
"261",2006,4110,"353031",5,43,1,2,1,0,2400,33,8680,2,1
"262",2006,5700,"436010",34,57,1,2,1,0,30000,12,7860,3,NA
"263",2006,4600,"399011",48,16,1,2,6,0,300,33,9290,1,0
"264",2006,4700,"411011",17,23,6,2,6,0,17000,21,5380,3,1
"265",2006,1610,"191020",34,44,1,1,1,0,49000,12,2190,4,0
"266",2006,910,"132070",34,27,1,1,6,0,37000,12,6890,2,0
"267",2006,5120,"433031",25,43,1,2,1,0,25800,11,4870,3,1
"268",2006,5700,"436010",29,31,1,2,1,0,52390,22,6680,3,NA
"269",2006,4850,"414010",17,52,1,1,1,0,46000,21,3190,5,1
"270",2006,430,"1191XX",37,37,1,1,1,0,65000,31,9670,5,NA
"271",2006,800,"132011",42,51,1,2,1,0,8600,12,6990,5,0
"272",2006,3130,"291111",17,68,8,2,1,0,71300,21,8190,4,NA
"273",2006,10,"1110XX",12,49,1,1,1,0,380000,31,7390,5,0
"274",2006,8740,"519061",8,39,1,1,4,0,60000,41,580,3,1
"275",2006,8500,"517011",42,48,1,2,4,0,34000,12,3890,2,0
"276",2006,4110,"353031",20,17,1,1,6,0,2800,22,8680,1,0
"277",2006,5620,"435081",6,33,7,1,1,2,34000,42,4470,1,NA
"278",2006,310,"119051",36,26,2,2,6,0,24000,12,8680,2,0
"279",2006,2100,"2310XX",36,39,1,1,1,0,112000,12,7270,7,0
"280",2006,4710,"411012",13,32,1,2,1,0,22000,31,7170,2,0
"281",2006,8740,"519061",4,60,1,1,1,0,20000,41,3370,1,0
"282",2006,4500,"395011",36,22,7,1,6,3,20000,12,8970,3,NA
"283",2006,5820,"439022",48,23,1,1,6,0,28000,33,9590,3,1
"284",2006,9620,"537062",6,42,1,1,4,0,2000,42,3770,2,1
"285",2006,4760,"412031",12,17,1,2,6,0,500,31,4680,2,1
"286",2006,4510,"395012",8,36,1,2,4,0,17500,41,8980,3,NA
"287",2006,2310,"252020",6,28,1,2,6,0,43000,42,7860,5,0
"288",2006,2340,"253000",15,76,5,2,4,0,23500,42,7890,2,NA
"289",2006,6260,"472061",20,18,1,1,6,0,20000,22,770,1,0
"290",2006,3130,"291111",42,49,1,2,1,0,18700,12,8190,4,NA
"291",2006,9600,"537051",12,44,1,1,6,2,20700,31,4570,3,1
"292",2006,5000,"431011",6,43,1,1,6,0,60000,42,7470,5,1
"293",2006,2040,"212011",47,32,1,1,6,0,25400,32,9160,2,0
"294",2006,4230,"372012",25,22,1,2,1,3,7500,11,7690,2,1
"295",2006,5000,"431011",18,41,1,2,1,0,30000,21,9480,5,1
"296",2006,9610,"537061",12,39,1,1,1,0,65300,31,8780,5,1
"297",2006,5930,"439XXX",39,54,1,2,1,0,21900,21,9370,2,NA
"298",2006,430,"1191XX",25,49,6,2,1,2,132000,11,7070,6,NA
"299",2006,8140,"514120",39,24,1,1,6,0,4800,21,8870,2,0
"300",2006,50,"112020",31,25,1,1,1,0,41500,22,7490,5,NA
