"","YEAR","OCC","OCCSOC","STATEFIP","AGE","RACE","SEX","MARST","CITIZEN","INCTOT","REGION","IND","EducAttainment","Overeducation"
"42",2011,8310,"516021",26,64,1,2,5,0,33000,21,9070,2,1
"43",2011,7750,"512090",26,62,6,1,1,2,28000,21,3570,5,1
"44",2011,4610,"399021",6,55,1,2,3,0,9000,42,8180,3,NA
"45",2011,4020,"352010",32,21,6,1,6,3,15000,41,8680,2,1
"46",2011,300,"119041",36,50,1,1,1,0,186004,12,7380,5,0
"47",2011,205,"119013",20,47,1,1,1,0,85000,22,180,3,1
"48",2011,2200,"251000",48,32,1,1,1,2,66000,33,7870,7,NA
"49",2011,3910,"339021",38,68,1,1,1,0,74320,22,7680,3,0
"50",2011,9000,"531000",42,49,1,1,1,0,12170,12,4490,5,NA
"51",2011,800,"132011",27,28,1,2,1,0,35600,22,770,5,0
"52",2011,8420,"516064",13,36,2,1,1,0,25400,31,1570,3,1
"53",2011,800,"132011",17,51,1,2,1,0,70050,21,6970,6,1
"54",2011,8965,"5191XX",25,52,1,2,1,0,29000,11,1870,3,NA
"55",2011,3060,"291060",12,61,1,1,6,2,120000,31,7970,7,NA
"56",2011,4710,"411012",55,59,1,1,1,0,80000,21,4170,3,1
"57",2011,6440,"472150",28,46,1,1,1,0,29000,32,770,2,NA
"58",2011,3600,"311010",34,41,1,2,1,0,32000,12,8190,3,NA
"59",2011,2040,"212011",48,31,1,1,1,0,60000,33,9160,6,1
"60",2011,3420,"292050",17,20,1,2,6,0,15000,21,5070,3,NA
"61",2011,6260,"472061",17,23,2,1,6,0,4600,21,770,1,0
"62",2011,2860,"273090",41,21,6,2,6,3,4800,42,7860,7,NA
"63",2011,6320,"47207X",48,20,1,1,6,0,25000,33,490,1,NA
"64",2011,205,"119013",51,80,1,1,1,0,33600,31,180,5,1
"65",2011,2310,"252020",17,41,1,2,1,0,65000,21,7860,5,0
"66",2011,20,"111021",4,40,1,1,1,0,292000,41,6990,5,1
"67",2011,4760,"412031",51,18,2,2,6,0,900,31,5180,1,0
"68",2011,6230,"472031",42,51,1,1,1,0,1e+05,12,770,2,0
"69",2011,5700,"436010",40,27,1,2,1,0,32000,33,490,2,NA
"70",2011,4600,"399011",18,29,1,2,2,0,4380,21,8470,2,0
"71",2011,2540,"259041",51,57,1,2,1,0,13500,31,8470,4,NA
"72",2011,4760,"412031",26,31,1,1,6,0,2400,21,5790,3,1
"73",2011,3930,"339030",53,40,1,2,6,0,30000,42,7680,4,1
"74",2011,7750,"512090",19,48,1,2,1,0,35200,22,2980,2,0
"75",2011,9140,"533041",55,65,1,1,1,0,26400,21,6170,3,NA
"76",2011,9130,"533030",6,40,7,1,1,2,90800,42,6170,1,0
"77",2011,4220,"37201X",36,57,1,1,1,0,15000,12,6990,2,0
"78",2011,5110,"433021",12,38,8,2,1,0,25000,31,4870,2,0
"79",2011,4220,"37201X",19,43,7,2,6,3,22900,22,7690,1,0
"80",2011,1530,"1721YY",9,50,1,1,1,0,85220,11,6680,5,0
"81",2011,7750,"512090",55,43,6,2,4,3,19900,21,3980,1,0
"82",2011,9130,"533030",6,21,7,1,6,0,21000,42,6170,1,0
"83",2011,6050,"4520XX",20,34,1,1,1,0,25000,22,170,2,0
"84",2011,9130,"533030",47,56,1,1,1,0,120000,32,770,1,0
"85",2011,2310,"252020",56,32,1,2,1,0,53600,41,7860,5,0
"86",2011,2100,"2310XX",17,29,1,2,1,0,399000,21,7270,7,0
"87",2011,3647,"319095",4,41,1,2,1,0,30000,41,5070,5,1
"88",2011,9820,"553010",48,21,1,1,6,0,8000,33,9670,3,NA
"89",2011,5400,"434171",55,50,1,2,1,0,20800,21,8680,2,0
"90",2011,2540,"259041",36,54,1,2,1,0,27800,12,7860,2,NA
"91",2011,6050,"4520XX",29,25,1,1,6,0,13200,22,170,2,0
"92",2011,160,"113071",50,60,1,1,6,0,52000,11,770,3,1
"93",2011,9130,"533030",17,72,1,1,1,0,45100,21,170,1,0
"94",2011,1540,"173010",24,43,1,1,1,0,80000,31,3590,4,NA
"95",2011,1320,"172011",36,57,1,2,1,0,85500,12,3580,7,1
"96",2011,8965,"5191XX",45,28,7,1,1,3,32000,31,3990,3,NA
"97",2011,3600,"311010",44,48,1,2,4,0,46800,11,8180,2,NA
"98",2011,4600,"399011",55,35,1,2,1,0,400,21,8470,3,1
"99",2011,7700,"511011",53,62,1,1,1,2,40000,42,1090,2,NA
"100",2011,2060,"212099",47,23,1,2,6,0,10000,32,9160,5,0
"101",2011,7810,"513020",42,32,1,1,1,0,38900,12,5380,2,1
"102",2011,230,"119030",12,62,1,1,1,0,124120,31,7860,7,1
"103",2011,6230,"472031",49,51,1,1,1,0,30000,41,7580,1,0
"104",2011,3600,"311010",6,26,6,2,4,2,5200,42,8070,4,NA
"105",2011,220,"119021",6,34,1,1,6,0,85000,42,770,5,1
"106",2011,8965,"5191XX",5,52,1,1,1,0,45000,33,2290,2,NA
"107",2011,2540,"259041",55,50,1,2,1,0,16300,21,7860,5,NA
"108",2011,9620,"537062",20,53,1,1,1,0,37000,22,2670,2,1
"109",2011,4610,"399021",34,46,4,2,1,3,16600,12,8170,3,NA
"110",2011,420,"119151",25,31,1,1,1,0,38000,11,8370,3,0
"111",2011,1740,"192040",13,54,1,1,1,0,58000,31,7390,6,NA
"112",2011,3300,"292010",42,47,1,2,1,0,42000,12,8190,5,NA
"113",2011,8965,"5191XX",55,47,1,1,4,3,31200,21,2290,6,NA
"114",2011,4600,"399011",17,38,1,2,1,0,25000,21,8470,4,1
"115",2011,8140,"514120",47,27,1,1,4,0,15300,32,3890,1,0
"116",2011,9620,"537062",42,47,1,2,6,0,13700,12,8390,2,1
"117",2011,3740,"332011",6,35,1,1,1,0,98000,42,9470,4,NA
"118",2011,5400,"434171",6,26,7,1,1,0,24000,42,3590,1,0
"119",2011,6520,"472211",48,24,1,1,1,0,40000,33,7290,2,0
"120",2011,4110,"353031",12,20,2,1,6,0,1200,31,8680,3,1
"121",2011,800,"132011",31,63,1,2,1,0,40000,22,7280,6,1
"122",2011,6440,"472150",36,47,1,1,1,0,50000,12,770,2,NA
"123",2011,7810,"513020",26,42,1,2,1,0,30000,21,1180,2,1
"124",2011,2010,"211020",15,66,8,1,1,0,62030,42,9480,6,NA
"125",2011,3730,"331099",40,67,1,1,1,0,95400,33,7680,3,NA
"126",2011,4600,"399011",40,42,1,2,4,0,13700,33,7860,2,0
"127",2011,2310,"252020",6,43,1,2,1,3,60000,42,7860,5,0
"128",2011,9130,"533030",6,54,1,1,1,3,42000,42,7790,1,0
"129",2011,4850,"414010",42,62,1,1,4,0,42000,12,4180,4,1
"130",2011,4760,"412031",37,25,1,2,1,0,40000,31,4870,5,1
"131",2011,8140,"514120",6,48,1,1,1,0,70000,42,2070,3,1
"132",2011,4020,"352010",9,29,1,1,6,3,15000,11,8190,1,0
"133",2011,7010,"492011",31,48,1,1,1,0,42200,22,5090,4,NA
"134",2011,4220,"37201X",17,68,1,1,5,0,20400,21,7690,5,1
"135",2011,5110,"433021",12,40,1,2,6,0,36900,31,7280,4,1
"136",2011,7200,"493023",4,44,1,1,1,0,26000,41,8770,2,0
"137",2011,2300,"252010",32,30,1,2,6,0,18000,41,8470,3,0
"138",2011,9130,"533030",48,53,1,1,1,0,70000,33,6170,2,0
"139",2011,3420,"292050",48,40,2,2,6,0,30000,33,8290,3,NA
"140",2011,3740,"332011",47,28,1,1,1,0,32000,32,9470,3,NA
"141",2011,5400,"434171",45,33,8,2,6,0,24000,31,6290,2,0
"142",2011,120,"113031",25,48,1,1,1,0,70000,11,6490,5,0
"143",2011,2340,"253000",26,37,1,2,6,0,23000,21,7890,3,NA
"144",2011,4700,"411011",49,35,1,2,1,0,15000,41,4980,5,1
"145",2011,810,"132021",53,67,1,2,1,0,102700,42,770,2,NA
"146",2011,2100,"2310XX",53,46,1,2,1,0,195300,42,7270,7,0
"147",2011,7315,"499021",22,51,1,1,1,0,52000,33,4190,2,NA
"148",2011,5820,"439022",19,35,1,2,1,0,34300,22,6990,3,1
"149",2011,5810,"439021",25,23,1,1,6,0,10000,11,6870,5,1
"150",2011,5700,"436010",20,35,1,2,1,0,28600,22,9480,5,NA
"151",2011,1530,"1721YY",26,28,1,1,1,0,56000,21,7290,5,0
"152",2011,4240,"372021",29,55,1,1,4,0,32000,22,7690,2,0
"153",2011,4600,"399011",34,22,1,2,6,0,4000,12,9290,5,1
"154",2011,110,"113021",48,48,1,2,1,0,108000,33,1370,5,0
"155",2011,3400,"292041",34,34,1,1,4,2,36000,12,8180,5,NA
"156",2011,6260,"472061",26,45,1,1,4,0,50000,21,770,1,0
"157",2011,9620,"537062",12,41,1,1,6,2,15000,31,9290,5,1
"158",2011,5860,"439061",48,28,1,2,4,0,34800,33,6870,2,0
"159",2011,7330,"49904X",42,61,1,1,1,0,74000,12,2190,4,1
"160",2011,5860,"439061",42,36,1,2,6,0,13000,12,6170,4,1
"161",2011,4040,"353011",55,20,1,2,6,0,27000,21,8690,3,1
"162",2011,2200,"251000",6,53,1,1,1,0,85000,42,7870,7,NA
"163",2011,5610,"435071",30,25,8,2,6,0,1300,41,5580,2,0
"164",2011,3255,"291141",48,34,6,2,6,2,80000,33,8190,5,NA
"165",2011,350,"119111",13,56,2,2,1,0,53000,31,8190,3,0
"166",2011,100,"113011",37,52,1,1,6,0,150000,31,4870,6,NA
"167",2011,3060,"291060",36,37,1,2,6,2,510200,12,7970,7,NA
"168",2011,4250,"373010",41,30,1,2,1,3,53200,42,7770,2,NA
"169",2011,4230,"372012",6,42,7,2,1,3,4000,42,8660,1,0
"170",2011,9640,"537064",34,52,6,2,1,2,26000,12,5370,5,1
"171",2011,4020,"352010",26,21,1,1,6,0,150,21,8680,3,1
"172",2011,7810,"513020",16,45,1,2,1,0,11000,41,4970,2,1
"173",2011,4110,"353031",45,64,7,2,4,0,5300,31,8680,2,1
"174",2011,4600,"399011",54,47,1,2,6,0,6000,31,8470,2,0
"175",2011,8720,"519041",34,39,1,1,1,3,30000,12,1890,2,0
"176",2011,3600,"311010",48,46,2,1,1,0,40000,33,8180,3,NA
"177",2011,2310,"252020",13,32,1,1,1,0,32170,31,7860,5,0
"178",2011,205,"119013",27,40,1,1,1,0,39700,22,170,3,1
"179",2011,4700,"411011",13,28,1,2,1,0,60000,31,5380,5,1
"180",2011,9120,"533020",34,33,1,1,6,0,15000,12,6280,1,NA
"181",2011,5810,"439021",9,54,1,2,1,0,46900,11,4990,2,0
"182",2011,50,"112020",36,39,1,1,1,0,115000,12,4380,5,NA
"183",2011,7340,"499071",12,50,2,1,1,0,35000,31,7870,3,1
"184",2011,4510,"395012",40,31,1,2,6,0,40000,33,8980,3,NA
"185",2011,8740,"519061",42,26,1,1,1,0,30000,12,8770,2,0
"186",2011,420,"119151",26,44,1,2,1,0,40000,21,8370,5,0
"187",2011,410,"119141",15,63,5,1,1,1,176000,42,7070,6,1
"188",2011,800,"132011",8,26,1,1,6,0,500,41,7080,2,0
"189",2011,205,"119013",37,46,1,1,1,0,37000,31,170,2,0
"190",2011,2310,"252020",45,34,1,2,1,0,41000,31,7860,6,1
"191",2011,3500,"292061",17,48,1,1,4,0,14000,21,8190,3,NA
"192",2011,4720,"412010",12,62,1,2,5,0,23000,31,5380,2,0
"193",2011,310,"119051",37,21,1,1,6,0,14900,31,8680,2,0
"194",2011,2750,"272040",48,52,1,2,1,0,62000,33,9160,5,NA
"195",2011,5000,"431011",12,35,2,2,1,0,35000,31,3870,3,1
"196",2011,3420,"292050",49,22,1,2,6,0,25000,41,5070,3,NA
"197",2011,4760,"412031",41,60,1,1,1,0,60200,42,4670,5,1
"198",2011,430,"119XXX",29,53,1,1,1,3,16000,22,390,5,NA
"199",2011,4850,"414010",48,46,1,2,4,0,124000,33,4380,5,1
"200",2011,2200,"251000",6,50,1,1,6,0,42000,42,7870,7,NA
"201",2011,4710,"411012",53,38,1,2,4,0,45000,42,6680,3,1
"202",2011,540,"131030",36,44,1,1,1,0,1e+05,12,6990,5,1
"203",2011,6200,"471011",15,52,1,1,1,0,41000,42,770,5,1
"204",2011,5860,"439061",6,29,1,1,1,0,43000,42,9590,3,1
"205",2011,4620,"399030",18,19,1,2,6,0,500,21,7860,3,NA
"206",2011,6250,"472050",17,40,2,1,5,0,32000,21,770,2,0
"207",2011,8300,"516011",12,43,2,2,1,3,12000,31,9070,2,1
"208",2011,5160,"433071",19,57,1,2,1,0,39800,22,6870,3,1
"209",2011,2040,"212011",13,40,1,1,1,0,36000,31,9160,4,0
"210",2011,230,"119030",39,59,2,1,1,0,36700,21,7890,6,1
"211",2011,4720,"412010",6,27,1,2,6,0,3000,42,5390,2,0
"212",2011,4810,"413021",39,41,1,1,1,0,74000,21,6990,3,1
"213",2011,8750,"519071",6,63,1,1,1,3,12000,42,5190,1,0
"214",2011,4830,"413041",28,58,1,1,1,0,55000,32,7670,5,1
"215",2011,4720,"412010",53,16,1,2,6,0,500,42,4970,1,0
"216",2011,5120,"433031",26,52,1,2,4,0,21600,21,7280,3,1
"217",2011,1220,"152031",17,47,6,2,1,2,40000,21,9480,5,0
"218",2011,3800,"333010",12,30,1,2,1,0,16000,31,9470,3,NA
"219",2011,430,"119XXX",8,38,8,2,4,0,40000,41,9570,5,NA
"220",2011,8950,"519198",6,45,1,1,1,3,12300,42,2880,2,1
"221",2011,9640,"537064",6,49,1,2,1,3,20000,42,4560,1,0
"222",2011,4220,"37201X",29,52,1,1,1,0,40000,22,7070,2,0
"223",2011,3500,"292061",4,26,1,2,1,0,36000,41,8270,3,NA
"224",2011,6320,"47207X",47,61,1,1,1,0,11500,32,770,1,NA
"225",2011,5330,"434131",42,23,1,2,1,0,19500,12,7590,5,1
"226",2011,5820,"439022",1,21,2,2,2,0,10000,32,7590,2,0
"227",2011,4220,"37201X",6,22,1,1,6,0,12000,42,9170,4,1
"228",2011,5400,"434171",36,45,1,2,1,0,23000,12,7970,2,0
"229",2011,5860,"439061",36,24,1,1,1,0,30000,12,9180,2,0
"230",2011,136,"113121",20,57,1,2,4,0,92040,22,3490,6,1
"231",2011,9040,"532020",6,50,1,1,1,0,35000,42,6290,3,1
"232",2011,4850,"414010",4,38,1,1,1,0,80000,41,2190,5,1
"233",2011,4510,"395012",53,26,1,2,1,0,35000,42,8980,3,NA
"234",2011,3600,"311010",37,38,2,2,6,0,50000,31,8080,5,NA
"235",2011,6355,"472111",12,47,1,1,3,0,1200,31,770,2,0
"236",2011,5700,"436010",42,41,1,2,1,0,30000,12,4090,2,NA
"237",2011,8740,"519061",10,47,2,1,5,0,40290,31,1180,2,0
"238",2011,2200,"251000",18,36,1,1,1,0,10500,21,7870,5,NA
"239",2011,5350,"434XXX",8,38,1,1,1,0,40000,41,4770,3,1
"240",2011,230,"119030",6,36,1,2,4,2,65000,42,7890,6,1
"241",2011,430,"119XXX",1,58,1,1,1,0,30000,32,1990,2,NA
"242",2011,850,"132052",36,56,1,1,1,0,103000,12,6970,5,0
"243",2011,5900,"439071",42,33,4,1,6,2,1600,12,7680,5,1
"244",2011,800,"132011",55,47,1,2,6,0,50000,21,9170,5,0
"245",2011,3600,"311010",26,45,1,2,5,0,26000,21,8270,3,NA
"246",2011,50,"112020",12,49,1,1,1,0,345000,31,3960,5,NA
"247",2011,4700,"411011",18,29,1,2,1,0,50000,21,5180,2,0
"248",2011,1020,"15113X",41,57,1,1,6,0,60000,42,9370,5,NA
"249",2011,3955,"33909X",6,53,1,1,3,2,34700,42,9170,2,NA
"250",2011,9120,"533020",36,58,1,1,4,0,21000,12,7860,2,NA
"251",2011,2310,"252020",20,41,1,2,1,0,38000,22,7860,5,0
"252",2011,6260,"472061",22,24,1,1,6,3,20000,33,770,1,0
"253",2011,5220,"434031",4,60,1,2,1,0,42000,41,9470,3,1
"254",2011,5160,"433071",20,53,1,2,1,0,18000,22,6870,2,0
"255",2011,4020,"352010",5,41,1,2,4,3,11000,33,8680,1,0
"256",2011,5400,"434171",36,35,2,2,1,2,32400,12,7480,2,0
"257",2011,3030,"291031",49,25,1,2,1,0,50000,41,9480,6,1
"258",2011,1820,"193030",17,30,1,1,6,0,60000,21,8090,7,NA
"259",2011,8965,"5191XX",36,57,1,2,1,0,46000,12,3960,2,NA
"260",2011,7150,"493021",36,69,1,1,1,0,51700,12,8770,2,0
"261",2011,3255,"291141",25,49,1,2,1,0,138000,11,8190,5,NA
"262",2011,6840,"475040",30,50,1,1,1,0,71000,41,380,2,NA
"263",2011,4220,"37201X",18,19,1,1,6,0,900,21,6570,1,0
"264",2011,310,"119051",39,28,1,1,1,0,20000,21,8680,2,0
"265",2011,7210,"493031",45,42,1,1,1,0,90000,31,4680,3,1
"266",2011,430,"119XXX",17,41,1,1,1,0,401000,21,6890,6,NA
"267",2011,3255,"291141",12,49,1,2,1,0,60000,31,8270,4,NA
"268",2011,6050,"4520XX",8,21,1,1,6,0,25000,41,180,2,0
"269",2011,3646,"319094",42,50,1,2,1,0,35000,12,8190,4,NA
"270",2011,2310,"252020",21,28,1,2,1,0,37000,32,7860,6,1
"271",2011,6260,"472061",6,38,1,1,6,0,47500,42,770,1,0
"272",2011,910,"132070",37,26,1,2,1,0,1e+05,31,6870,5,1
"273",2011,2310,"252020",37,29,1,2,1,0,40000,31,7860,5,0
"274",2011,7140,"493011",13,42,1,1,6,0,52900,31,3580,3,NA
"275",2011,110,"113021",4,54,1,1,6,0,292320,41,7290,5,0
"276",2011,2825,"273031",37,30,2,2,1,0,40000,31,7870,5,0
"277",2011,2016,"211093",48,38,2,2,6,0,50000,33,6990,5,1
"278",2011,8320,"516031",6,59,1,1,1,2,8000,42,1680,1,0
"279",2011,4230,"372012",12,24,7,2,1,3,10000,31,7690,2,1
"280",2011,2100,"2310XX",9,48,1,1,6,0,55000,11,9370,7,0
"281",2011,6240,"472040",6,53,1,1,6,0,13800,42,770,5,1
"282",2011,910,"132070",17,56,1,1,1,0,80000,21,6870,5,1
"283",2011,2310,"252020",21,67,1,2,1,0,50000,32,7860,6,1
"284",2011,3255,"291141",42,85,1,2,5,0,2040,12,7860,5,NA
"285",2011,530,"131023",12,59,1,2,5,0,50000,31,3980,3,NA
"286",2011,5700,"436010",6,33,1,2,1,0,38200,42,8190,3,NA
"287",2011,5860,"439061",48,57,1,2,1,0,75000,33,8190,2,0
"288",2011,110,"113021",26,51,1,1,1,0,120000,21,3360,6,1
"289",2011,430,"119XXX",20,47,1,1,1,0,160000,22,3980,5,NA
"290",2011,100,"113011",12,41,1,2,4,0,36300,31,7980,3,NA
"291",2011,6660,"474011",39,53,1,1,1,0,65000,21,9570,3,1
"292",2011,2310,"252020",25,20,1,1,6,0,5000,11,7860,3,0
"293",2011,8965,"5191XX",39,53,1,1,4,0,32100,21,1890,3,NA
"294",2011,4710,"411012",34,36,6,1,1,2,93000,12,4290,6,1
"295",2011,2540,"259041",8,23,1,1,6,0,3000,41,7870,3,NA
"296",2011,2540,"259041",17,21,1,1,6,2,14000,21,8470,4,NA
"297",2011,8965,"5191XX",55,35,1,1,6,0,33000,21,2170,2,NA
"298",2011,110,"113021",9,38,1,1,1,0,82000,11,8370,5,0
"299",2011,800,"132011",27,61,1,1,1,0,72130,22,590,7,1
"300",2011,350,"119111",25,42,1,2,1,0,172000,11,8090,7,1
